ZIP,Pipedrive.Contacts,ZIP.1,Number.of.Schools,HotSpot,lat,long
36744,3,36744,2,1,32.695952,-87.599716
36758,1,36758,1,0,32.638892,-86.88991
36767,1,36767,1,0,32.259288,-87.191091
36784,1,36784,1,0,31.926927,-87.787887
36786,1,36786,1,0,32.431068,-87.482163
36801,1,36801,1,0,32.694763,-85.395626
36830,6,36830,2,1,32.53893,-85.492645
36862,2,36862,2,0,32.903965,-85.455157
36863,1,36863,1,0,32.889494,-85.26375
36866,1,36866,1,0,32.565305,-85.712082
36870,3,36870,1,1,32.482878,-85.120305
36875,1,36875,1,0,32.336837,-85.166552
36877,1,36877,1,0,32.573153,-85.101369
37013,10,37013,5,1,36.052201,-86.632563
37015,1,37015,1,0,36.279378,-87.075584
37027,5,37027,2,1,35.999288,-86.785062
37030,4,37030,1,1,36.271671,-85.942372
37032,1,37032,1,0,36.524217,-87.017158
37034,1,37034,1,0,35.651936,-86.690174
37036,2,37036,2,0,36.234982,-87.261263
37040,1,37040,1,0,36.522633,-87.334932
37042,4,37042,3,1,36.568751,-87.416322
37043,8,37043,2,1,36.490809,-87.240984
37052,1,37052,1,0,36.378818,-87.401828
37055,1,37055,1,0,36.077159,-87.442911
37058,1,37058,1,0,36.444038,-87.876678
37061,2,37061,2,0,36.287704,-87.635048
37062,3,37062,1,1,35.990876,-87.135932
37064,2,37064,2,0,35.884862,-86.954138
37066,9,37066,3,1,36.398757,-86.45554
37067,2,37067,1,0,35.91228,-86.780256
37073,1,37073,1,0,36.432425,-86.816629
37074,1,37074,1,0,36.426041,-86.1529
37075,5,37075,2,1,36.339969,-86.607922
37082,2,37082,2,0,36.094872,-87.115266
37083,3,37083,1,1,36.53542,-86.011328
37086,4,37086,2,1,36.022237,-86.559384
37087,2,37087,1,0,36.263852,-86.269244
37090,3,37090,1,1,36.11174,-86.299189
37091,2,37091,1,0,35.489239,-86.767472
37096,1,37096,1,0,35.612943,-87.87101
37110,6,37110,1,1,35.64509,-85.741252
37122,2,37122,1,0,36.178348,-86.48658
37128,11,37128,2,1,35.793605,-86.481328
37129,3,37129,1,1,35.932526,-86.442648
37130,10,37130,3,1,35.881905,-86.318954
37135,1,37135,1,0,35.915276,-86.67641
37146,2,37146,1,0,36.402067,-87.032017
37148,1,37148,1,0,36.566636,-86.495247
37160,1,37160,1,0,35.455746,-86.48479
37166,2,37166,1,0,35.917978,-85.786903
37167,3,37167,2,1,35.959541,-86.53159
37172,3,37172,2,1,36.532412,-86.862187
37179,2,37179,1,0,35.811405,-86.924482
37180,2,37180,1,0,35.606468,-86.586661
37184,2,37184,1,0,36.082419,-86.144093
37186,5,37186,1,1,36.596738,-86.221711
37188,1,37188,1,0,36.480236,-86.681285
37189,2,37189,1,0,36.298885,-86.834802
37190,5,37190,1,1,35.816563,-86.021265
37203,12,37203,3,1,36.149775,-86.789146
37206,2,37206,1,0,36.179319,-86.731083
37207,6,37207,2,1,36.233774,-86.775969
37208,2,37208,1,0,36.177714,-86.808023
37210,4,37210,2,1,36.149263,-86.732969
37211,1,37211,1,0,36.067214,-86.723701
37214,1,37214,1,0,36.162189,-86.670867
37215,2,37215,1,0,36.081868,-86.834691
37216,2,37216,1,0,36.21658,-86.726854
37303,7,37303,1,1,35.442462,-84.640077
37307,1,37307,1,0,35.174229,-84.621319
37311,12,37311,1,1,35.113133,-84.928186
37312,6,37312,2,1,35.232461,-84.879821
37313,3,37313,1,1,35.350141,-85.705056
37322,8,37322,1,1,35.501959,-84.82507
37327,2,37327,1,0,35.437647,-85.415209
37329,1,37329,1,0,35.394354,-84.461043
37332,1,37332,1,0,35.598701,-84.971947
37334,5,37334,1,1,35.166382,-86.581056
37341,3,37341,1,1,35.224176,-85.073294
37343,1,37343,1,0,35.166669,-85.21228
37347,2,37347,1,0,35.063468,-85.613418
37354,3,37354,1,1,35.506329,-84.347385
37355,2,37355,2,0,35.499787,-86.083833
37363,3,37363,2,1,35.107512,-85.063151
37373,1,37373,1,0,35.407459,-85.092816
37379,1,37379,1,0,35.294758,-85.177356
37385,1,37385,1,0,35.333158,-84.236984
37388,2,37388,1,0,35.343671,-86.221295
37397,1,37397,1,0,35.22556,-85.514664
37398,2,37398,1,0,35.181209,-86.138387
37405,1,37405,1,0,35.120403,-85.407828
37406,1,37406,1,0,35.073134,-85.245571
37408,1,37408,1,0,35.028634,-85.308554
37411,1,37411,1,0,35.028764,-85.226165
37412,1,37412,1,0,34.997526,-85.22743
37415,1,37415,1,0,35.124725,-85.281199
37421,1,37421,1,0,35.032547,-85.146277
37604,1,37604,1,0,36.299571,-82.383175
37615,3,37615,1,1,36.402425,-82.45718
37616,1,37616,1,0,36.228473,-82.746798
37618,1,37618,1,0,36.460339,-82.208744
37620,2,37620,1,0,36.549613,-82.09404
37642,1,37642,1,0,36.530987,-82.7268
37643,4,37643,3,1,36.377345,-82.137118
37658,1,37658,1,0,36.239034,-82.099448
37659,5,37659,1,1,36.280209,-82.491069
37664,7,37664,3,1,36.520428,-82.498988
37683,1,37683,1,0,36.454726,-81.822075
37701,2,37701,1,0,35.791709,-83.987225
37716,3,37716,2,1,36.100883,-84.168691
37719,1,37719,1,0,36.022415,-84.429381
37725,1,37725,1,0,35.996089,-83.399118
37738,1,37738,1,0,35.670232,-83.474908
37743,1,37743,1,0,36.068721,-82.856467
37745,3,37745,2,1,36.278036,-82.820587
37748,1,37748,1,0,35.945607,-84.516324
37756,5,37756,1,1,36.304566,-84.419801
37757,1,37757,1,0,36.299009,-84.137299
37762,1,37762,1,0,36.577304,-84.12617
37763,3,37763,2,1,35.82023,-84.492265
37764,3,37764,1,1,35.970346,-83.616642
37771,2,37771,1,0,35.840726,-84.321728
37774,1,37774,1,0,35.72913,-84.358961
37801,1,37801,1,0,35.66392,-84.094594
37803,6,37803,1,1,35.660842,-83.981389
37804,3,37804,1,1,35.792055,-83.893164
37807,2,37807,2,0,36.259656,-83.82599
37813,6,37813,2,1,36.175136,-83.257024
37818,1,37818,1,0,36.188793,-82.971098
37821,4,37821,1,1,35.97508,-83.195503
37830,2,37830,1,0,35.966483,-84.290549
37840,2,37840,2,0,36.070074,-84.409752
37841,3,37841,1,1,36.515751,-84.570647
37849,1,37849,1,0,36.05405,-84.048488
37857,2,37857,1,0,36.424289,-82.9414
37861,2,37861,1,0,36.240743,-83.513713
37862,3,37862,1,1,35.778026,-83.612556
37863,2,37863,1,0,35.78596,-83.562211
37865,4,37865,1,1,35.851094,-83.734853
37871,3,37871,1,1,36.052076,-83.681001
37874,1,37874,1,0,35.59833,-84.456484
37876,1,37876,1,0,35.865101,-83.47897
37887,4,37887,2,1,36.09158,-84.580844
37902,1,37902,1,0,35.963643,-83.92061
37914,1,37914,1,0,35.983165,-83.795796
37917,1,37917,1,0,36.001185,-83.913706
37918,1,37918,1,0,36.056171,-83.916841
37919,4,37919,2,1,35.914748,-84.000169
37922,4,37922,1,1,35.860496,-84.100535
37931,3,37931,1,1,35.976321,-84.126349
37932,1,37932,1,0,35.917299,-84.198787
37938,1,37938,1,0,36.123913,-83.938627
38001,1,38001,1,0,35.81629,-89.159971
38002,2,38002,1,0,35.286355,-89.700274
38008,1,38008,1,0,35.246459,-88.99718
38011,2,38011,1,0,35.462176,-89.711687
38012,1,38012,1,0,35.609417,-89.272452
38016,2,38016,1,0,35.18086,-89.759838
38017,3,38017,1,1,35.066971,-89.648939
38019,1,38019,1,0,35.562373,-89.628878
38024,1,38024,1,0,36.035542,-89.380814
38040,1,38040,1,0,35.89239,-89.444872
38052,3,38052,1,1,35.090254,-88.917801
38053,1,38053,1,0,35.346626,-89.951498
38058,1,38058,1,0,35.458093,-89.816297
38059,1,38059,1,0,36.105685,-89.24859
38063,2,38063,1,0,35.764057,-89.640503
38068,1,38068,1,0,35.265556,-89.34517
38103,1,38103,1,0,35.15305,-90.054979
38104,3,38104,3,1,35.132549,-90.003728
38106,3,38106,2,1,35.102064,-90.094687
38108,1,38108,1,0,35.176666,-89.967917
38109,5,38109,3,1,35.037886,-90.154242
38114,2,38114,1,0,35.09648,-89.985854
38115,1,38115,1,0,35.053175,-89.862635
38116,2,38116,1,0,35.033181,-90.011396
38117,2,38117,2,0,35.11518,-89.905344
38118,5,38118,2,1,35.032631,-89.932532
38122,3,38122,2,1,35.158933,-89.921214
38128,1,38128,1,0,35.224574,-89.926689
38134,7,38134,1,1,35.174957,-89.859879
38138,0,38138,1,0,35.084828,-89.799332
38139,4,38139,2,1,35.082886,-89.754836
38225,1,38225,1,0,36.31885,-88.67074
38237,1,38237,1,0,36.357888,-88.837836
38242,3,38242,2,1,36.305579,-88.33112
38260,2,38260,1,0,36.360777,-89.200363
38261,3,38261,1,1,36.42886,-89.113506
38301,3,38301,2,1,35.588164,-88.853395
38305,3,38305,3,1,35.701654,-88.768058
38340,12,38340,2,1,35.401322,-88.68325
38355,2,38355,1,0,35.784009,-88.775061
38368,1,38368,1,0,35.510913,-88.348129
38382,1,38382,1,0,35.968463,-88.984393
38401,5,38401,2,1,35.629164,-87.021526
38450,1,38450,1,0,35.183633,-87.792814
38462,1,38462,1,0,35.528112,-87.562951
38469,1,38469,1,0,35.074631,-87.428316
38482,1,38482,1,0,35.768825,-87.149896
38501,1,38501,1,0,36.226045,-85.533285
38544,2,38544,1,0,36.123588,-85.663143
38549,1,38549,1,0,36.56209,-85.149065
38551,3,38551,1,1,36.55805,-85.487178
38555,3,38555,2,1,35.887881,-84.989016
38562,2,38562,1,0,36.354002,-85.657669
38570,1,38570,1,0,36.376292,-85.326413
38571,1,38571,1,0,36.051604,-85.012804
38583,1,38583,1,0,35.94454,-85.442214
38611,1,38611,1,0,34.856233,-89.67602
38632,2,38632,1,0,34.795914,-90.015068
38635,1,38635,1,0,34.766909,-89.486327
38655,1,38655,1,0,34.333217,-89.473309
38676,1,38676,1,0,34.66645,-90.383731
38725,1,38725,1,0,33.648757,-91.030947
38732,1,38732,1,0,33.758855,-90.725595
38751,1,38751,1,0,33.44553,-90.686995
38762,3,38762,1,1,33.89594,-90.716631
38804,1,38804,1,0,34.281378,-88.672873
38828,1,38828,1,0,34.429858,-88.86919
38846,1,38846,1,0,34.85172,-88.385389
38870,1,38870,1,0,34.067434,-88.336282
38966,1,38966,1,0,33.856176,-90.455247
39042,1,39042,1,0,32.1975,-89.895011
39046,1,39046,1,0,32.63235,-89.98364
39073,2,39073,2,0,32.102431,-90.135817
39074,1,39074,1,0,32.393704,-89.478007
39110,5,39110,3,1,32.504199,-90.147242
39150,2,39150,1,0,32.004742,-90.976048
39157,1,39157,1,0,32.425874,-90.169852
39194,2,39194,1,0,32.845243,-90.520794
39202,2,39202,2,0,32.311113,-90.170982
39203,1,39203,1,0,32.308883,-90.200338
39204,2,39204,1,0,32.293984,-90.292255
39208,1,39208,1,0,32.259775,-90.09194
39212,1,39212,1,0,32.243243,-90.280387
39232,2,39232,1,0,32.330662,-90.091792
39301,2,39301,2,0,32.273648,-88.580363
39325,1,39325,1,0,32.561988,-88.877508
39350,1,39350,1,0,32.796469,-89.125241
39365,1,39365,1,0,32.602694,-89.126133
39367,1,39367,1,0,31.676874,-88.66586
39402,1,39402,1,0,31.333704,-89.419175
39425,2,39425,1,0,31.060357,-89.080132
39452,1,39452,1,0,30.873965,-88.601995
39462,1,39462,1,0,31.234012,-89.056621
39465,2,39465,2,0,31.339572,-89.18817
39532,1,39532,1,0,30.493085,-88.964318
39556,7,39556,1,1,30.44153,-89.439972
39560,1,39560,1,0,30.376353,-89.172731
39564,1,39564,1,0,30.40477,-88.771229
39566,5,39566,2,1,30.587095,-88.744463
39571,3,39571,2,1,30.420066,-89.275043
39652,1,39652,1,0,31.113659,-90.475396
39653,1,39653,1,0,31.481823,-90.864478
39654,1,39654,1,0,31.544944,-90.136681
40004,2,40004,1,0,37.803188,-85.465955
40011,1,40011,1,0,38.527667,-85.170096
40033,1,40033,1,0,37.544124,-85.225553
40065,2,40065,1,0,38.2165,-85.206928
40071,1,40071,1,0,38.042957,-85.37878
40108,2,40108,1,0,37.969937,-86.172853
40160,1,40160,1,0,37.812813,-85.93137
40165,1,40165,1,0,37.973087,-85.672012
40203,1,40203,1,0,38.252697,-85.765167
40205,1,40205,1,0,38.223001,-85.683261
40207,2,40207,1,0,38.266454,-85.656675
40213,1,40213,1,0,38.177589,-85.719409
40219,1,40219,1,0,38.137909,-85.692693
40220,1,40220,1,0,38.216488,-85.617812
40222,2,40222,2,0,38.271765,-85.619448
40324,1,40324,1,0,38.24538,-84.550241
40336,1,40336,1,0,37.682978,-83.990952
40383,1,40383,1,0,38.006622,-84.739332
40391,1,40391,1,0,37.970133,-84.144974
40403,2,40403,1,0,37.570447,-84.271931
40475,2,40475,2,0,37.7616,-84.312523
40502,1,40502,1,0,38.010953,-84.483191
40503,2,40503,1,0,38.005828,-84.533469
40511,1,40511,1,0,38.14029,-84.46161
40601,1,40601,1,0,38.234919,-84.868786
40741,1,40741,1,0,37.136791,-84.127273
40744,1,40744,1,0,37.029447,-84.118983
40769,1,40769,1,0,36.702809,-84.195256
40965,1,40965,1,0,36.646347,-83.720813
41001,3,41001,1,1,38.917607,-84.40336
41014,1,41014,1,0,39.06629,-84.505282
41031,1,41031,1,0,38.417802,-84.288715
41040,1,41040,1,0,38.650822,-84.331188
41042,1,41042,1,0,39.000968,-84.651005
41051,1,41051,1,0,38.935301,-84.550099
41056,1,41056,1,0,38.594938,-83.778131
41074,3,41074,1,1,39.111256,-84.462124
41075,1,41075,1,0,39.082403,-84.457391
41085,1,41085,1,0,39.03641,-84.393332
41091,2,41091,1,0,38.910267,-84.736327
41094,1,41094,1,0,38.882754,-84.624108
41102,1,41102,1,0,38.427628,-82.730185
41143,1,41143,1,0,38.334906,-82.975412
41171,1,41171,1,0,38.088855,-83.106253
41179,1,41179,1,0,38.552152,-83.376774
41301,1,41301,1,0,37.728702,-83.492318
41311,2,41311,1,0,37.58322,-83.710711
41501,2,41501,2,0,37.514355,-82.508901
41514,1,41514,1,0,37.668918,-82.318529
41537,1,41537,1,0,37.222622,-82.613734
41553,2,41553,1,0,37.477138,-82.163613
41701,1,41701,1,0,37.29228,-83.189788
41721,1,41721,1,0,37.30911,-83.473327
41834,1,41834,1,0,37.254312,-82.96884
41858,1,41858,1,0,37.136055,-82.854849
42023,1,42023,1,0,36.872349,-88.990733
42024,1,42024,1,0,37.077408,-89.050311
42025,2,42025,1,0,36.856924,-88.334714
42038,1,42038,1,0,37.047413,-88.027647
42066,3,42066,3,1,36.732532,-88.639882
42071,4,42071,2,1,36.624585,-88.284907
42101,2,42101,1,0,37.058097,-86.463061
42104,2,42104,2,0,36.876864,-86.45119
42141,2,42141,2,0,36.947551,-85.918331
42167,1,42167,1,0,36.720987,-85.674109
42240,4,42240,2,1,36.880182,-87.463142
42276,1,42276,1,0,36.856794,-86.879933
42301,5,42301,2,1,37.735778,-87.249397
42303,2,42303,1,0,37.757029,-87.050026
42327,1,42327,1,0,37.58053,-87.297311
42409,1,42409,1,0,37.538637,-87.692934
42431,1,42431,1,0,37.334513,-87.481344
42437,2,42437,2,0,37.666657,-87.93807
42503,4,42503,2,1,37.16496,-84.519399
42539,3,42539,1,1,37.309082,-84.950978
42647,1,42647,1,0,36.681248,-84.627344
42701,2,42701,2,0,37.703686,-85.837111
42718,1,42718,1,0,37.385228,-85.373081
42743,1,42743,1,0,37.228398,-85.532314
42765,1,42765,1,0,37.332721,-85.93325
43015,3,43015,3,1,40.297786,-83.060181
43016,6,43016,2,1,40.097462,-83.150204
43017,3,43017,1,1,40.110682,-83.129049
43023,2,43023,1,0,40.078944,-82.536411
43026,1,43026,1,0,40.02085,-83.194413
43028,1,43028,1,0,40.401712,-82.297266
43031,1,43031,1,0,40.160847,-82.665164
43040,2,43040,2,0,40.260352,-83.359084
43045,2,43045,1,0,40.168381,-83.458675
43055,1,43055,1,0,40.119897,-82.377784
43056,1,43056,1,0,40.008493,-82.340989
43062,2,43062,2,0,40.007079,-82.682268
43064,2,43064,1,0,40.098393,-83.283538
43068,1,43068,1,0,39.956185,-82.784665
43074,1,43074,1,0,40.269531,-82.850655
43076,1,43076,1,0,39.897004,-82.39875
43078,6,43078,1,1,40.117636,-83.783785
43081,5,43081,2,1,40.110443,-82.890646
43085,1,43085,1,0,40.100924,-83.013402
43102,1,43102,1,0,39.64092,-82.764982
43110,2,43110,1,0,39.826682,-82.800074
43112,3,43112,1,1,39.797808,-82.70462
43113,1,43113,1,0,39.586593,-82.962246
43123,5,43123,3,1,39.866721,-83.115561
43130,2,43130,2,0,39.696463,-82.614717
43160,2,43160,2,0,39.526516,-83.441323
43204,2,43204,1,0,39.960662,-83.082542
43206,1,43206,1,0,39.942452,-82.974175
43207,1,43207,1,0,39.89559,-82.964068
43219,1,43219,1,0,40.007373,-82.920654
43227,2,43227,2,0,39.944059,-82.890437
43230,4,43230,1,1,40.035763,-82.870875
43235,1,43235,1,0,40.066596,-83.101177
43302,2,43302,1,0,40.599237,-83.130298
43311,3,43311,2,1,40.365633,-83.756432
43333,1,43333,1,0,40.443022,-83.924616
43338,1,43338,1,0,40.564167,-82.760333
43410,1,43410,1,0,41.31174,-82.95793
43450,1,43450,1,0,41.400871,-83.491254
43460,1,43460,1,0,41.601192,-83.564999
43502,1,43502,1,0,41.534554,-84.293787
43512,3,43512,3,1,41.303378,-84.358279
43515,1,43515,1,0,41.584215,-84.010615
43526,2,43526,1,0,41.312806,-84.725309
43537,2,43537,1,0,41.574823,-83.686622
43551,2,43551,1,0,41.517951,-83.572004
43556,2,43556,1,0,41.303304,-84.563729
43571,1,43571,1,0,41.513388,-83.822741
43614,1,43614,1,0,41.604201,-83.630091
43620,1,43620,1,0,41.665184,-83.554272
43701,2,43701,1,0,39.96922,-81.991033
43716,2,43716,1,0,39.829224,-81.011909
43723,1,43723,1,0,39.960601,-81.53949
43724,1,43724,1,0,39.720894,-81.498682
43734,1,43734,1,0,39.884547,-81.891027
43764,3,43764,2,1,39.71333,-82.180619
43793,1,43793,1,0,39.745151,-81.096099
43821,1,43821,1,0,40.136752,-82.000512
43910,1,43910,1,0,40.372682,-80.826332
43920,1,43920,1,0,40.677229,-80.594289
43931,1,43931,1,0,39.67334,-80.87263
44001,2,44001,1,0,41.366331,-82.259924
44004,1,44004,1,0,41.85594,-80.791866
44011,2,44011,1,0,41.4451,-82.005109
44017,1,44017,1,0,41.370548,-81.861757
44023,1,44023,1,0,41.384807,-81.285741
44024,1,44024,1,0,41.577765,-81.192433
44028,3,44028,1,1,41.300523,-81.937418
44035,2,44035,1,0,41.363588,-82.138181
44047,2,44047,1,0,41.727931,-80.735874
44057,1,44057,1,0,41.760117,-81.060305
44074,1,44074,1,0,41.289495,-82.231223
44077,1,44077,1,0,41.697563,-81.20974
44090,1,44090,1,0,41.167515,-82.228683
44102,1,44102,1,0,41.479174,-81.740603
44103,2,44103,1,0,41.519415,-81.642123
44106,1,44106,1,0,41.505341,-81.605432
44115,1,44115,1,0,41.493539,-81.671188
44118,1,44118,1,0,41.502337,-81.556571
44120,2,44120,1,0,41.473947,-81.579956
44123,2,44123,1,0,41.604699,-81.524123
44124,3,44124,1,1,41.500022,-81.465036
44125,3,44125,1,1,41.405687,-81.609466
44129,1,44129,1,0,41.390459,-81.7353
44130,1,44130,1,0,41.376642,-81.787317
44138,1,44138,1,0,41.373654,-81.923254
44144,1,44144,1,0,41.437286,-81.739814
44149,8,44149,1,1,41.315913,-81.856217
44202,4,44202,1,1,41.315087,-81.338371
44224,3,44224,1,1,41.176261,-81.436523
44230,1,44230,1,0,40.964267,-81.687602
44231,1,44231,1,0,41.302963,-81.070474
44236,2,44236,1,0,41.246425,-81.449582
44240,4,44240,1,1,41.132323,-81.332781
44254,1,44254,1,0,41.04291,-82.014354
44255,2,44255,1,0,41.286694,-81.229132
44256,2,44256,1,0,41.139872,-81.860559
44260,2,44260,2,0,41.035186,-81.338441
44262,1,44262,1,0,41.139576,-81.436066
44286,1,44286,1,0,41.233132,-81.643941
44287,1,44287,1,0,40.938453,-82.102332
44312,2,44312,2,0,41.01412,-81.443701
44313,1,44313,1,0,41.130094,-81.573169
44319,2,44319,1,0,40.98153,-81.527413
44320,2,44320,2,0,41.07314,-81.582414
44406,2,44406,2,0,41.01088,-80.770396
44410,2,44410,2,0,41.346332,-80.72779
44420,2,44420,1,0,41.177714,-80.682148
44425,1,44425,1,0,41.170439,-80.573514
44430,2,44430,1,0,41.240234,-80.908167
44432,2,44432,1,0,40.745656,-80.765917
44437,1,44437,1,0,41.15594,-80.729884
44442,1,44442,1,0,40.966173,-80.546111
44470,1,44470,1,0,41.30031,-80.972747
44484,1,44484,1,0,41.234548,-80.747854
44509,1,44509,1,0,41.108505,-80.696075
44512,1,44512,1,0,41.025661,-80.668279
44514,1,44514,1,0,41.000614,-80.606448
44601,1,44601,1,0,40.918593,-81.128745
44609,1,44609,1,0,40.917414,-80.990071
44615,1,44615,1,0,40.564539,-81.074849
44629,1,44629,1,0,40.349497,-81.453225
44641,1,44641,1,0,40.857952,-81.245653
44644,1,44644,1,0,40.687599,-81.1779
44646,2,44646,2,0,40.814381,-81.497182
44654,2,44654,1,0,40.537937,-81.870867
44657,1,44657,1,0,40.740959,-81.092975
44663,3,44663,1,1,40.459991,-81.452391
44681,1,44681,1,0,40.508051,-81.66193
44683,1,44683,1,0,40.364772,-81.325071
44685,1,44685,1,0,40.955405,-81.424372
44720,1,44720,1,0,40.903454,-81.433282
44721,1,44721,1,0,40.892581,-81.332063
44804,1,44804,1,0,41.105589,-83.534122
44809,1,44809,1,0,41.133496,-83.288945
44811,1,44811,1,0,41.246317,-82.846599
44813,1,44813,1,0,40.599849,-82.529699
44820,3,44820,1,1,40.817184,-82.974036
44826,1,44826,1,0,41.24234,-82.477643
44830,1,44830,1,0,41.167936,-83.398998
44833,4,44833,2,1,40.710586,-82.793744
44846,1,44846,1,0,41.319413,-82.605836
44847,1,44847,1,0,41.230414,-82.712888
44854,2,44854,1,0,40.943647,-82.867843
44865,1,44865,1,0,40.993392,-82.676838
44875,1,44875,1,0,40.889956,-82.651706
44880,1,44880,1,0,41.034597,-82.220133
44882,2,44882,1,0,40.946679,-83.14022
44883,2,44883,1,0,41.123331,-83.173911
44905,1,44905,1,0,40.77808,-82.467189
44906,5,44906,3,1,40.767349,-82.572626
45005,2,45005,1,0,39.538522,-84.296051
45013,2,45013,2,0,39.413632,-84.652679
45014,2,45014,1,0,39.325714,-84.55239
45034,1,45034,1,0,39.358891,-84.243425
45036,1,45036,1,0,39.444049,-84.214131
45040,2,45040,1,0,39.350783,-84.313198
45066,1,45066,1,0,39.551157,-84.224414
45067,2,45067,1,0,39.494819,-84.480997
45103,7,45103,2,1,39.097086,-84.13448
45120,1,45120,1,0,38.828417,-84.090026
45122,1,45122,1,0,39.216745,-84.115369
45133,1,45133,1,0,39.16185,-83.576231
45140,1,45140,1,0,39.257271,-84.242049
45152,1,45152,1,0,39.351487,-84.120225
45167,1,45167,1,0,38.781664,-83.789733
45176,1,45176,1,0,39.079262,-84.029729
45206,1,45206,1,0,39.127331,-84.484374
45208,1,45208,1,0,39.134746,-84.43443
45213,1,45213,1,0,39.180791,-84.420062
45214,1,45214,1,0,39.115007,-84.534356
45215,8,45215,1,1,39.235272,-84.461959
45217,1,45217,1,0,39.166056,-84.497807
45231,2,45231,2,0,39.247497,-84.53483
45242,2,45242,1,0,39.242803,-84.352996
45243,5,45243,2,1,39.188557,-84.336021
45244,2,45244,1,0,39.114249,-84.326468
45248,3,45248,1,1,39.164302,-84.662538
45251,2,45251,1,0,39.27464,-84.597838
45255,1,45255,1,0,39.059554,-84.328333
45302,1,45302,1,0,40.40591,-84.20915
45305,1,45305,1,0,39.632012,-84.078547
45309,3,45309,1,1,39.842677,-84.414725
45314,1,45314,1,0,39.750061,-83.776154
45324,5,45324,1,1,39.818853,-83.991249
45331,1,45331,1,0,40.098606,-84.650546
45333,1,45333,1,0,40.249465,-84.331773
45334,1,45334,1,0,40.443271,-84.04345
45338,1,45338,1,0,39.849751,-84.543549
45344,3,45344,1,1,39.953874,-84.009617
45347,1,45347,1,0,39.884266,-84.751489
45363,1,45363,1,0,40.239309,-84.400067
45371,2,45371,1,0,39.939544,-84.160639
45373,1,45373,1,0,40.032528,-84.194575
45424,7,45424,2,1,39.843573,-84.110504
45426,1,45426,1,0,39.804457,-84.319725
45429,3,45429,1,1,39.682913,-84.158883
45434,1,45434,1,0,39.721385,-84.031824
45459,1,45459,1,0,39.647433,-84.170598
45502,2,45502,2,0,39.859061,-83.901824
45503,3,45503,2,1,39.959574,-83.771782
45601,1,45601,1,0,39.31206,-82.957071
45631,1,45631,1,0,38.821751,-82.264305
45638,3,45638,3,1,38.561186,-82.680265
45652,1,45652,1,0,38.823821,-83.095018
45653,2,45653,1,0,38.889635,-82.821976
45660,1,45660,1,0,38.991356,-83.367015
45679,1,45679,1,0,38.964573,-83.555915
45680,1,45680,1,0,38.467808,-82.546829
45692,1,45692,1,0,39.113937,-82.541066
45693,1,45693,1,0,38.807103,-83.54029
45697,2,45697,1,0,38.931585,-83.673684
45710,1,45710,1,0,39.189862,-82.237676
45714,1,45714,1,0,39.316984,-81.614345
45764,3,45764,2,1,39.442495,-82.231417
45780,2,45780,1,0,39.366438,-82.130881
45784,5,45784,2,1,39.388308,-81.677855
45801,4,45801,2,1,40.772863,-84.034098
45806,1,45806,1,0,40.672435,-84.126166
